¬ыплаты;—егмент;ƒата оплаты
173053,1;»мущество;02.07.2017
236769,82;»мущество;07.08.2019
221326,99;»мущество;16.12.2020
187882,63;»мущество;30.04.2019
89102,87;»мущество;13.04.2017
9676,9;»мущество;04.02.2021
66858,57;»мущество;22.06.2018
83698,88;»мущество;14.01.2022
115557,24;»мущество;24.10.2018
230046,26;»мущество;05.06.2018
147091,36;»мущество;10.11.2021
32423,89;»мущество;09.01.2019
596951,5;»мущество;11.01.2020
133526,74;»мущество;28.04.2020
273969,32;»мущество;04.10.2017
50772,3;»мущество;15.07.2021
42428,8;»мущество;07.10.2020
39712,98;»мущество;25.04.2019
40781,21;»мущество;02.05.2018
31041,48;»мущество;15.07.2017
31429,71;»мущество;28.09.2017
74021,99;»мущество;24.12.2019
57056;»мущество;05.05.2017
46625,05;»мущество;16.09.2021
13195,77;»мущество;21.03.2017
60197,85;»мущество;02.03.2017
11562,01;»мущество;06.06.2018
157486,99;»мущество;25.08.2018
136356,29;»мущество;18.09.2021
17217,34;»мущество;26.11.2020
46778,92;»мущество;04.11.2022
16211,95;»мущество;24.07.2020
358170,9;»мущество;08.02.2018
30036,09;»мущество;03.09.2020
81499,59;»мущество;23.03.2019
98528,42;»мущество;01.10.2017
26391,54;»мущество;21.10.2018
131832,03;»мущество;27.04.2021
502696;»мущество;17.11.2018
61450,44;»мущество;11.05.2020
116122,78;»мущество;04.03.2021
10807,96;»мущество;27.05.2017
56678,97;»мущество;09.02.2017
152945,26;»мущество;24.03.2017
13195,77;»мущество;08.01.2022
10933,64;»мущество;18.06.2021
32298,22;»мущество;24.07.2021
43985,9;»мущество;11.11.2019
13447,12;»мущество;06.06.2021
52908,75;»мущество;04.03.2018
32172,54;»мущество;20.05.2021
19353,8;»мущество;25.08.2017
19605,14;»мущество;24.09.2020
43734,55;»мущество;04.05.2017
44362,92;»мущество;03.10.2020
61203,24;»мущество;04.02.2019
133482,98;»мущество;02.06.2022
22369,97;»мущество;06.05.2020
129192,87;»мущество;08.08.2020
27271,26;»мущество;01.12.2019
84955,62;»мущество;23.08.2019
19730,82;»мущество;01.04.2020
6032,35;»мущество;08.07.2021
11872,45;»мущество;11.09.2020
3393,2;»мущество;21.06.2022
231742,86;»мущество;18.12.2018
59785,64;»мущество;04.07.2022
124919,96;»мущество;08.07.2019
10797,91;»мущество;23.09.2019
41158,24;»мущество;20.03.2020
39964,33;»мущество;23.04.2017
22495,65;»мущество;27.09.2021
184740,78;»мущество;21.09.2019
15206,55;»мущество;05.09.2018
65350,48;»мущество;07.11.2017
237398,19;»мущество;16.09.2020
20484,86;»мущество;13.11.2020
34706,01;»мущество;16.05.2018
20861,88;»мущество;13.09.2022
43483,2;»мущество;16.07.2018
13572,79;»мущество;06.11.2018
23878,06;»мущество;22.11.2017
156087,11;»мущество;09.07.2018
240540,04;»мущество;05.12.2021
24380,76;»мущество;29.11.2017
55867,12;»мущество;12.01.2018
182698,07;»мущество;03.07.2020
31976,87;»мущество;26.12.2021
98654,09;»мущество;17.04.2021
30902,61;»мущество;29.09.2019
7917,46;»мущество;15.08.2018
97523,02;»мущество;17.09.2021
20861,88;»мущество;13.01.2020
7289,09;»мущество;12.02.2020
49012,86;»мущество;01.10.2020
107331,88;»мущество;23.09.2019
12567,4;»мущество;28.02.2022
98025,72;»мущество;25.05.2021
13321,44;»мущество;11.02.2020
30790,13;»мущество;16.06.2021
223699,72;»мущество;07.02.2020
312802,59;»мущество;18.03.2018
19228,12;»мущество;19.05.2022
103932,4;»мущество;07.06.2021
339758,4;»мущество;22.04.2022
9928,25;»мущество;28.01.2022
71144,05;»мущество;08.05.2019
25134,8;»мущество;07.07.2019
8797,18;»мущество;29.09.2022
23978,6;»мущество;01.07.2020
100539,2;»мущество;10.12.2020
5969,52;»мущество;08.11.2021
167900,46;»мущество;14.09.2022
161684,63;»мущество;03.10.2020
22244,3;»мущество;17.10.2019
33177,94;»мущество;29.07.2021
18010,32;»мущество;26.02.2017
80180,01;»мущество;19.05.2018
46876,4;»мущество;24.08.2021
138492,75;»мущество;30.11.2018
97648,7;»мущество;01.11.2018
7897,35;»мущество;14.04.2018
38079,22;»мущество;10.09.2018
63088,35;»мущество;19.04.2020
13824,14;»мущество;04.12.2021
41346,75;»мущество;27.01.2018
94185,75;»мущество;10.04.2021
9551,22;»мущество;06.04.2020
8860,02;»мущество;25.06.2017
24317,92;»мущество;16.02.2021
4021,57;»мущество;08.02.2021
246823,74;»мущество;09.11.2022
43483,2;»мущество;07.04.2018
33052,26;»мущество;25.11.2022
156593,31;»мущество;10.05.2019
61328,91;»мущество;02.01.2017
502696;»мущество;02.01.2019
7163,42;»мущество;19.08.2021
9865,41;»мущество;22.08.2017
23501,04;»мущество;17.01.2018
122657,82;»мущество;22.10.2021
16337,62;»мущество;07.11.2019
379409,81;»мущество;27.12.2017
250468,28;»мущество;01.12.2018
110970,14;»мущество;16.01.2019
14075,49;»мущество;21.05.2019
11499,17;»мущество;11.12.2019
191024,48;»мущество;04.11.2017
96637,02;»мущество;14.11.2017
68995,03;»мущество;29.09.2017
91993,37;»мущество;01.08.2020
256370,74;»мущество;27.09.2019
100539,2;»мущество;21.03.2018
20987,56;»мущество;17.01.2017
17468,69;»мущество;22.04.2021
81059,73;»мущество;26.10.2017
29156,37;»мущество;21.09.2022
10305,27;»мущество;03.04.2020
96768,98;»мущество;28.01.2021
17468,69;»мущество;25.11.2022
21917,55;»мущество;08.03.2021
293825,81;»мущество;28.03.2021
351585,58;»мущество;27.12.2022
80905,15;»мущество;08.12.2018
125674;»мущество;01.06.2020
13572,79;»мущество;12.08.2022
25763,17;»мущество;06.11.2021
27396,93;»мущество;24.09.2019
75278,73;»мущество;01.09.2018
132963,09;»мущество;21.07.2022
8231,65;»мущество;10.10.2018
9488,39;»мущество;30.01.2018
6660,72;»мущество;19.04.2020
66267,9;»мущество;03.01.2019
19605,14;»мущество;23.12.2020
10493,78;»мущество;01.02.2018
178815,29;»мущество;08.10.2019
104183,75;»мущество;22.06.2019
62657,29;»мущество;12.11.2020
38833,27;»мущество;22.12.2021
375513,91;»мущество;03.07.2018
18348,4;»мущество;27.01.2021
58061,39;»мущество;31.12.2020
58061,39;»мущество;24.12.2022
31544,17;»мущество;08.07.2020
33660,52;»мущество;20.10.2017
74718,22;»мущество;13.01.2020
114436,86;»мущество;10.12.2022
7405,97;»мущество;21.03.2018
26391,54;»мущество;13.09.2017
101481,76;»мущество;03.11.2018
101481,76;»мущество;05.12.2022
83975,35;»мущество;26.03.2018
125674;»мущество;26.12.2017
24506,43;»мущество;26.02.2021
65350,48;»мущество;06.03.2022
62390,57;»мущество;30.08.2019
125674;»мущество;23.12.2019
391223,16;»мущество;10.10.2021
184156,36;»мущество;20.03.2022
137990,05;»мущество;07.02.2017
23249,69;»мущество;31.03.2021
73833,48;»мущество;09.04.2018
73833,48;»мущество;08.04.2022
85923,14;»мущество;25.02.2018
12190,38;»мущество;22.11.2019
50646,62;»мущество;08.03.2022
90861,05;»мущество;04.12.2020
125674;»мущество;22.09.2017
39587,31;»мущество;21.07.2021
9551,22;»мущество;08.01.2019
63214,02;»мущество;25.02.2022
53788,47;»мущество;18.04.2019
103052,68;»мущество;07.11.2018
49691,5;»мущество;10.10.2019
53070,36;»мущество;28.02.2022
53034,43;»мущество;21.02.2020
27396,93;»мущество;19.12.2021
502696;»мущество;13.02.2022
389589,4;»мущество;13.12.2022
63775,48;»мущество;22.08.2020
34717,44;»мущество;13.03.2018
86966,41;»мущество;27.07.2021
13447,12;»мущество;02.07.2020
18474,08;»мущество;09.04.2021
416910,93;»мущество;19.08.2018
98025,72;»мущество;28.02.2021
53413,96;»мущество;21.10.2018
32046,87;»мущество;23.04.2021
15457,9;»мущество;01.10.2019
55296,56;»мущество;07.10.2018
122406,48;»мущество;28.11.2017
25637,5;»мущество;17.03.2019
25386,15;»мущество;22.04.2021
319086,29;»мущество;04.06.2017
85621,7;»мущество;26.08.2021
69083;»мущество;27.07.2018
110216,1;»мущество;08.01.2017
13949,81;»мущество;19.12.2021
81688,1;»мущество;02.11.2021
58752,6;»мущество;02.02.2021
27019,91;»мущество;02.08.2020
115620,08;»мущество;05.04.2018
44802,78;»мущество;30.03.2017
22872,67;»мущество;04.02.2019
15834,92;»мущество;07.02.2022
58438,41;»мущество;07.08.2017
91742,02;»мущество;29.12.2022
24255,08;»мущество;27.06.2017
78639,25;»мущество;28.11.2019
144182,54;»мущество;11.04.2020
51115,07;»мущество;12.12.2022
71131,48;»мущество;30.08.2020
77666,53;»мущество;29.04.2018
27396,93;»мущество;08.02.2020
25888,84;»мущество;02.05.2021
68240,98;»мущество;12.05.2018
9928,25;»мущество;25.04.2019
89605,56;»мущество;17.05.2021
159211,87;»мущество;24.07.2020
39802,97;»мущество;06.12.2019
68743,68;»мущество;07.08.2019
22621,32;»мущество;30.09.2018
58941,11;»мущество;03.05.2020
76661,14;»мущество;12.07.2017
169282,88;»мущество;05.02.2022
19982,17;»мущество;05.01.2021
94390,99;»мущество;02.11.2021
46939,24;»мущество;22.10.2020
120144,34;»мущество;26.02.2021
43775,4;»мущество;06.12.2020
34459,81;»мущество;27.12.2018
377,02;»мущество;24.10.2020
502696;»мущество;01.10.2019
85458,32;»мущество;21.11.2018
26643,14;»мущество;27.10.2022
177357,43;»мущество;09.06.2021
354163,16;»мущество;16.09.2017
171922,03;»мущество;24.03.2019
52952,74;»мущество;15.05.2018
66984,24;»мущество;05.05.2022
24380,76;»мущество;19.01.2021
31732,69;»мущество;10.07.2021
49723,86;»мущество;24.09.2021
30161,76;»мущество;25.12.2017
502696;»мущество;26.02.2021
278240,98;»мущество;14.07.2018
9048,53;»мущество;24.09.2021
6032,35;»мущество;01.02.2022
188511;»мущество;28.04.2019
34836,83;»мущество;17.02.2018
19730,82;»мущество;29.12.2019
71508,51;»мущество;24.04.2018
28276,65;»мущество;19.09.2022
39398,8;»мущество;02.01.2021
26997,82;»мущество;19.08.2017
14269,03;»мущество;04.12.2018
46625,05;»мущество;07.03.2017
323233,53;»мущество;13.10.2019
