;Итерация;Лейер;Выплаты;Доля_в_выплатах;Восст_прем
652;164;0;4131848,66;0,0;0,0
653;164;1;11072170,69;1600000,0;140280,0
654;164;2;1602343,5;102343,5;1821,71
655;164;3;0,0;0,0;0,0
656;165;0;4116904,89;0,0;0,0
657;165;1;8084684,01;1600000,0;140280,0
658;165;2;1602343,5;102343,5;1821,71
659;165;3;0,0;0,0;0,0
660;166;0;3441119,2199999993;0,0;0,0
661;166;1;6693212,329999999;1600000,0;140280,0
662;166;2;1508088,0;8088,0;143,97
663;166;3;0,0;0,0;0,0
664;167;0;3903344,13;0,0;0,0
665;167;1;11847643,7;1600000,0;140280,0
666;167;2;0,0;0,0;0,0
667;167;3;0,0;0,0;0,0
668;168;0;4314967,169999999;0,0;0,0
669;168;1;6850671,989999999;1600000,0;140280,0
670;168;2;1005392,0;5392,0;95,98
671;168;3;0,0;0,0;0,0
672;169;0;3743108,24;0,0;0,0
673;169;1;8342323,6899999995;1600000,0;140280,0
674;169;2;1508088,0;8088,0;143,97
675;169;3;0,0;0,0;0,0
676;170;0;3993254,34;0,0;0,0
677;170;1;9818080,549999999;1600000,0;140280,0
678;170;2;3016176,0;16176,0;287,93
679;170;3;0,0;0,0;0,0
680;171;0;5292022,739999999;0,0;0,0
681;171;1;11272112,91;1600000,0;140280,0
682;171;2;2010784,0;10784,0;191,96
683;171;3;0,0;0,0;0,0
684;172;0;4420195,210000001;0,0;0,0
685;172;1;7434017,470000001;1600000,0;140280,0
686;172;2;2136458,0;136458,0;2428,95
687;172;3;0,0;0,0;0,0
688;173;0;4208600,32;0,0;0,0
689;173;1;6612584,0;1600000,0;140280,0
690;173;2;1508088,0;8088,0;143,97
691;173;3;0,0;0,0;0,0
692;174;0;4242283,46;0,0;0,0
693;174;1;7007724,590000001;1600000,0;140280,0
694;174;2;1005392,0;5392,0;95,98
695;174;3;0,0;0,0;0,0
696;175;0;4288431,390000001;0,0;0,0
697;175;1;8176239,529999999;1600000,0;140280,0
698;175;2;1508088,0;8088,0;143,97
699;175;3;0,0;0,0;0,0
700;176;0;4266786,4799999995;0,0;0,0
701;176;1;8639791,88;1600000,0;140280,0
702;176;2;1005392,0;5392,0;95,98
703;176;3;0,0;0,0;0,0
704;177;0;3906402,85;0,0;0,0
705;177;1;6717975,919999999;1600000,0;140280,0
706;177;2;3110431,5;110431,5;1965,68
707;177;3;0,0;0,0;0,0
708;178;0;5157332,239999999;0,0;0,0
709;178;1;8740062,34;1600000,0;140280,0
710;178;2;2147517,31;147517,30999999994;2625,81
711;178;3;0,0;0,0;0,0
712;179;0;3543414,9;0,0;0,0
713;179;1;8999468,520000001;1600000,0;140280,0
714;179;2;1508088,0;8088,0;143,97
715;179;3;0,0;0,0;0,0
716;180;0;4229820,53;0,0;0,0
717;180;1;8005080,339999999;1600000,0;140280,0
718;180;2;1005392,0;5392,0;95,98
719;180;3;0,0;0,0;0,0
720;181;0;4213037,73;0,0;0,0
721;181;1;8698008,599999998;1600000,0;140280,0
722;181;2;3016176,0;16176,0;287,93
723;181;3;0,0;0,0;0,0
724;182;0;4720604,26;0,0;0,0
725;182;1;7748389,499999999;1600000,0;140280,0
726;182;2;3110431,5;110431,5;1965,68
727;182;3;0,0;0,0;0,0
728;183;0;4423258,9799999995;0,0;0,0
729;183;1;11043893,480000002;1600000,0;140280,0
730;183;2;1005392,0;5392,0;95,98
731;183;3;0,0;0,0;0,0
732;184;0;4021678,66;0,0;0,0
733;184;1;7107989,54;1600000,0;140280,0
734;184;2;2607735,5;107735,5;1917,69
735;184;3;0,0;0,0;0,0
736;185;0;4525915,92;0,0;0,0
737;185;1;9021227,85;1600000,0;140280,0
738;185;2;1508088,0;8088,0;143,97
739;185;3;0,0;0,0;0,0
740;186;0;4969007,69;0,0;0,0
741;186;1;9542397,700000001;1600000,0;140280,0
742;186;2;2136458,0;136458,0;2428,95
743;186;3;0,0;0,0;0,0
744;187;0;3783639,6000000006;0,0;0,0
745;187;1;11506056,13;1600000,0;140280,0
746;187;2;2105039,5;105039,5;1869,7
747;187;3;0,0;0,0;0,0
748;188;0;3849200,4899999998;0,0;0,0
749;188;1;9359501,46;1600000,0;140280,0
750;188;2;3613127,5;113127,5;2013,67
751;188;3;0,0;0,0;0,0
752;189;0;3688740,96;0,0;0,0
753;189;1;6232800,659999998;1600000,0;140280,0
754;189;2;1508088,0;8088,0;143,97
755;189;3;0,0;0,0;0,0
756;190;0;4414469,89;0,0;0,0
757;190;1;8327083,86;1600000,0;140280,0
758;190;2;628370,0;128370,0;2284,99
759;190;3;0,0;0,0;0,0
760;191;0;4396021,72;0,0;0,0
761;191;1;7440312,570000001;1600000,0;140280,0
762;191;2;1602343,5;1102343,5;19621,71
763;191;3;6351582,01;3500000,0;150500,0
764;192;0;4416741,390000001;0,0;0,0
765;192;1;5928906,580000001;1600000,0;140280,0
766;192;2;1508088,0;8088,0;143,97
767;192;3;0,0;0,0;0,0
768;193;0;4028963,3399999994;0,0;0,0
769;193;1;10212584,310000002;1600000,0;140280,0
770;193;2;3537723,1;37723,09999999998;671,47
771;193;3;0,0;0,0;0,0
772;194;0;5026052,649999999;0,0;0,0
773;194;1;6238849,0;1600000,0;140280,0
774;194;2;502696,0;2696,0;47,99
775;194;3;0,0;0,0;0,0
776;195;0;4458737,19;0,0;0,0
777;195;1;11051783,809999999;1600000,0;140280,0
778;195;2;2010784,0;10784,0;191,96
779;195;3;0,0;0,0;0,0
780;196;0;4013817,2899999996;0,0;0,0
781;196;1;6365482,75;1600000,0;140280,0
782;196;2;0,0;0,0;0,0
783;196;3;0,0;0,0;0,0
784;197;0;5192410,75;0,0;0,0
785;197;1;8080888,82;1600000,0;140280,0
786;197;2;1625970,21;125970,20999999996;2242,27
787;197;3;0,0;0,0;0,0
788;198;0;3942470,7199999997;0,0;0,0
789;198;1;10762585,360000001;1600000,0;140280,0
790;198;2;2010784,0;10784,0;191,96
791;198;3;0,0;0,0;0,0
792;199;0;4101143,1399999997;0,0;0,0
793;199;1;10264698,56;1600000,0;140280,0
794;199;2;1508088,0;8088,0;143,97
795;199;3;0,0;0,0;0,0
796;200;0;4360513,63;0,0;0,0
797;200;1;9678326,51;1600000,0;140280,0
798;200;2;2010784,0;10784,0;191,96
799;200;3;0,0;0,0;0,0
800;201;0;4050774,45;0,0;0,0
801;201;1;5798949,640000001;1600000,0;140280,0
802;201;2;3518872,0;18872,0;335,92
803;201;3;0,0;0,0;0,0
804;202;0;3942075,150000001;0,0;0,0
805;202;1;9458556,350000001;1600000,0;140280,0
806;202;2;1508088,0;8088,0;143,97
807;202;3;0,0;0,0;0,0
808;203;0;3776819,16;0,0;0,0
809;203;1;8494684,51;1600000,0;140280,0
810;203;2;2513480,0;13480,0;239,94
811;203;3;0,0;0,0;0,0
812;204;0;4356431,79;0,0;0,0
813;204;1;7555600,71;1600000,0;140280,0
814;204;2;1508088,0;8088,0;143,97
815;204;3;0,0;0,0;0,0
816;205;0;3766424,98;0,0;0,0
817;205;1;7708863,790000001;1600000,0;140280,0
818;205;2;2607735,5;107735,5;1917,69
819;205;3;0,0;0,0;0,0
820;206;0;3934303,0;0,0;0,0
821;206;1;7758925,899999999;1600000,0;140280,0
822;206;2;2513480,0;13480,0;239,94
823;206;3;0,0;0,0;0,0
824;207;0;4229462,51;0,0;0,0
825;207;1;7812637,49;1600000,0;140280,0
826;207;2;1005392,0;5392,0;95,98
827;207;3;0,0;0,0;0,0
828;208;0;3782469,0599999996;0,0;0,0
829;208;1;8365949,469999999;1600000,0;140280,0
830;208;2;1005392,0;5392,0;95,98
831;208;3;0,0;0,0;0,0
832;209;0;4361405,730000001;0,0;0,0
833;209;1;8882776,49;1600000,0;140280,0
834;209;2;2010784,0;10784,0;191,96
835;209;3;0,0;0,0;0,0
836;210;0;3919484,4;0,0;0,0
837;210;1;8151438,96;1600000,0;140280,0
838;210;2;3518872,0;18872,0;335,92
839;210;3;0,0;0,0;0,0
840;211;0;4517950,35;0,0;0,0
841;211;1;6019203,0;1600000,0;140280,0
842;211;2;2010784,0;10784,0;191,96
843;211;3;0,0;0,0;0,0
844;212;0;4662529,61;0,0;0,0
845;212;1;7989304,579999999;1600000,0;140280,0
846;212;2;2010784,0;10784,0;191,96
847;212;3;0,0;0,0;0,0
848;213;0;4018331,900000001;0,0;0,0
849;213;1;7806635,389999999;1600000,0;140280,0
850;213;2;2105039,5;105039,5;1869,7
851;213;3;0,0;0,0;0,0
852;214;0;4461315,88;0,0;0,0
853;214;1;10575156,77;1600000,0;140280,0
854;214;2;2029635,1;29635,099999999977;527,5
855;214;3;0,0;0,0;0,0
856;215;0;3782883,54;0,0;0,0
857;215;1;7860288,35;1600000,0;140280,0
858;215;2;2010784,0;10784,0;191,96
859;215;3;0,0;0,0;0,0
860;216;0;3924967,130000001;0,0;0,0
861;216;1;6054549,26;1600000,0;140280,0
862;216;2;502696,0;2696,0;47,99
863;216;3;0,0;0,0;0,0
864;217;0;4183380,19;0,0;0,0
865;217;1;7735632,08;1600000,0;140280,0
866;217;2;1508088,0;8088,0;143,97
867;217;3;0,0;0,0;0,0
868;218;0;3455605,1999999993;0,0;0,0
869;218;1;6918228,900000001;1600000,0;140280,0
870;218;2;1005392,0;5392,0;95,98
871;218;3;0,0;0,0;0,0
872;219;0;4645600,66;0,0;0,0
873;219;1;7930114,61;1600000,0;140280,0
874;219;2;1508088,0;8088,0;143,97
875;219;3;0,0;0,0;0,0
876;220;0;4976982,57;0,0;0,0
877;220;1;7828438,620000001;1600000,0;140280,0
878;220;2;2701991,0;201991,0;3595,44
879;220;3;0,0;0,0;0,0
880;221;0;4399368,819999999;0,0;0,0
881;221;1;9828196,400000002;1600000,0;140280,0
882;221;2;3016176,0;16176,0;287,93
883;221;3;0,0;0,0;0,0
884;222;0;3972601,1499999994;0,0;0,0
885;222;1;6688260,73;1600000,0;140280,0
886;222;2;2513480,0;13480,0;239,94
887;222;3;0,0;0,0;0,0
888;223;0;4698245,26;0,0;0,0
889;223;1;7147374,369999999;1600000,0;140280,0
890;223;2;502696,0;2696,0;47,99
891;223;3;0,0;0,0;0,0
892;224;0;4168506,25;0,0;0,0
893;224;1;11550112,08;1600000,0;140280,0
894;224;2;1508088,0;8088,0;143,97
895;224;3;0,0;0,0;0,0
896;225;0;3390983,45;0,0;0,0
897;225;1;9560832,32;1600000,0;140280,0
898;225;2;2010784,0;10784,0;191,96
899;225;3;0,0;0,0;0,0
900;226;0;4480026,7700000005;0,0;0,0
901;226;1;7110632,149999999;1600000,0;140280,0
902;226;2;3016176,0;16176,0;287,93
903;226;3;0,0;0,0;0,0
904;227;0;4717129,46;0,0;0,0
905;227;1;8211170,59;1600000,0;140280,0
906;227;2;2010784,0;10784,0;191,96
907;227;3;0,0;0,0;0,0
908;228;0;4875353,6;0,0;0,0
909;228;1;8657582,620000001;1600000,0;140280,0
910;228;2;1005392,0;5392,0;95,98
911;228;3;0,0;0,0;0,0
912;229;0;4462150,9399999995;0,0;0,0
913;229;1;8086892,19;1600000,0;140280,0
914;229;2;502696,0;1002696,0;17847,99
915;229;3;6351582,01;3500000,0;150500,0
916;230;0;4564762,65;0,0;0,0
917;230;1;8887345,84;1600000,0;140280,0
918;230;2;1099647,5;99647,5;1773,73
919;230;3;0,0;0,0;0,0
920;231;0;4777199,899999999;0,0;0,0
921;231;1;7471871,36;1600000,0;140280,0
922;231;2;2105039,5;105039,5;1869,7
923;231;3;0,0;0,0;0,0
924;232;0;4062819,3499999996;0,0;0,0
925;232;1;9793433,52;1600000,0;140280,0
926;232;2;2105039,5;105039,5;1869,7
927;232;3;0,0;0,0;0,0
928;233;0;5328280,28;0,0;0,0
929;233;1;10053520,9;1600000,0;140280,0
930;233;2;2010784,0;10784,0;191,96
931;233;3;0,0;0,0;0,0
932;234;0;4493626,0;0,0;0,0
933;234;1;7483355,68;1600000,0;140280,0
934;234;2;502696,0;2696,0;47,99
935;234;3;0,0;0,0;0,0
936;235;0;3963917,6700000004;0,0;0,0
937;235;1;9373392,670000002;1600000,0;140280,0
938;235;2;2631362,21;131362,20999999996;2338,25
939;235;3;0,0;0,0;0,0
940;236;0;3843971,63;0,0;0,0
941;236;1;8290791,48;1600000,0;140280,0
942;236;2;3236105,5;236105,5;4202,68
943;236;3;0,0;0,0;0,0
944;237;0;3379476,54;0,0;0,0
945;237;1;6777644,739999999;1600000,0;140280,0
946;237;2;1005392,0;5392,0;95,98
947;237;3;0,0;0,0;0,0
948;238;0;4450442,720000001;0,0;0,0
949;238;1;8200893,000000002;1600000,0;140280,0
950;238;2;502696,0;2696,0;47,99
951;238;3;0,0;0,0;0,0
952;239;0;3235849,8000000003;0,0;0,0
953;239;1;6346331,6;1600000,0;140280,0
954;239;2;1508088,0;8088,0;143,97
955;239;3;0,0;0,0;0,0
956;240;0;4557623,430000001;0,0;0,0
957;240;1;6397919,759999999;1600000,0;140280,0
958;240;2;2513480,0;13480,0;239,94
959;240;3;0,0;0,0;0,0
960;241;0;3686991,4700000007;0,0;0,0
961;241;1;9611242,49;1600000,0;140280,0
962;241;2;1508088,0;8088,0;143,97
963;241;3;0,0;0,0;0,0
964;242;0;3626255,7899999996;0,0;0,0
965;242;1;9603988,629999999;1600000,0;140280,0
966;242;2;3236105,5;236105,5;4202,68
967;242;3;0,0;0,0;0,0
968;243;0;4058473,87;0,0;0,0
969;243;1;10454114,7;1600000,0;140280,0
970;243;2;1508088,0;8088,0;143,97
971;243;3;0,0;0,0;0,0
972;244;0;4207164,050000001;0,0;0,0
973;244;1;9305374,41;1600000,0;140280,0
974;244;2;1602343,5;102343,5;1821,71
975;244;3;0,0;0,0;0,0
976;245;0;3389146,39;0,0;0,0
977;245;1;5873632,540000001;1600000,0;140280,0
978;245;2;0,0;0,0;0,0
979;245;3;0,0;0,0;0,0
980;246;0;5438514,289999999;0,0;0,0
981;246;1;7106970,92;1600000,0;140280,0
982;246;2;1005392,0;5392,0;95,98
983;246;3;0,0;0,0;0,0
984;247;0;4517934,58;0,0;0,0
985;247;1;7239864,489999999;1600000,0;140280,0
986;247;2;1005392,0;5392,0;95,98
987;247;3;0,0;0,0;0,0
988;248;0;3640808,4699999997;0,0;0,0
989;248;1;6985374,23;1600000,0;140280,0
990;248;2;3110431,5;1110431,5;19765,68
991;248;3;6351582,01;3500000,0;150500,0
992;249;0;4327795,02;0,0;0,0
993;249;1;9358184,920000002;1600000,0;140280,0
994;249;2;1508088,0;8088,0;143,97
995;249;3;0,0;0,0;0,0
996;250;0;4872671,03;0,0;0,0
997;250;1;8899279,179999998;1600000,0;140280,0
998;250;2;502696,0;2696,0;47,99
999;250;3;0,0;0,0;0,0
1000;251;0;4632890,529999999;0,0;0,0
1001;251;1;8126871,48;1600000,0;140280,0
1002;251;2;1508088,0;8088,0;143,97
1003;251;3;0,0;0,0;0,0
1004;252;0;3898419,0500000003;0,0;0,0
1005;252;1;8390118,88;1600000,0;140280,0
1006;252;2;502696,0;2696,0;47,99
1007;252;3;0,0;0,0;0,0
1008;253;0;4891002,5200000005;0,0;0,0
1009;253;1;8112051,4399999995;1600000,0;140280,0
1010;253;2;1508088,0;8088,0;143,97
1011;253;3;0,0;0,0;0,0
1012;254;0;4748712,399999999;0,0;0,0
1013;254;1;7301112,66;1600000,0;140280,0
1014;254;2;4524264,0;24264,0;431,9
1015;254;3;0,0;0,0;0,0
1016;255;0;4468837,25;0,0;0,0
1017;255;1;5900069,26;1600000,0;140280,0
1018;255;2;2010784,0;10784,0;191,96
1019;255;3;0,0;0,0;0,0
1020;256;0;3867855,1999999997;0,0;0,0
1021;256;1;8184009,49;1600000,0;140280,0
1022;256;2;2222921,71;222921,70999999996;3968,01
1023;256;3;0,0;0,0;0,0
1024;257;0;3379384,9099999997;0,0;0,0
1025;257;1;9690214,030000001;1600000,0;140280,0
1026;257;2;502696,0;2696,0;47,99
1027;257;3;0,0;0,0;0,0
1028;258;0;5236113,609999999;0,0;0,0
1029;258;1;6783502,610000001;1600000,0;140280,0
1030;258;2;1005392,0;5392,0;95,98
1031;258;3;0,0;0,0;0,0
1032;259;0;4534394,04;0,0;0,0
1033;259;1;10587621,020000001;1600000,0;140280,0
1034;259;2;1005392,0;5392,0;95,98
1035;259;3;0,0;0,0;0,0
1036;260;0;4382925,19;0,0;0,0
1037;260;1;9455102,8;1600000,0;140280,0
1038;260;2;1508088,0;8088,0;143,97
1039;260;3;0,0;0,0;0,0
1040;261;0;4011231,2699999996;0,0;0,0
1041;261;1;8112019,250000001;1600000,0;140280,0
1042;261;2;1005392,0;5392,0;95,98
1043;261;3;0,0;0,0;0,0
1044;262;0;4353845,140000001;0,0;0,0
1045;262;1;7371922,12;1600000,0;140280,0
1046;262;2;2513480,0;13480,0;239,94
1047;262;3;0,0;0,0;0,0
1048;263;0;5194860,499999999;0,0;0,0
1049;263;1;9312462,17;1600000,0;140280,0
1050;263;2;2010784,0;10784,0;191,96
1051;263;3;0,0;0,0;0,0
1052;264;0;4675325,33;0,0;0,0
1053;264;1;7789747,06;1600000,0;140280,0
1054;264;2;1005392,0;5392,0;95,98
1055;264;3;0,0;0,0;0,0
1056;265;0;5459157,93;0,0;0,0
1057;265;1;8406932,91;1600000,0;140280,0
1058;265;2;2607735,5;107735,5;1917,69
1059;265;3;0,0;0,0;0,0
1060;266;0;4568438,749999999;0,0;0,0
1061;266;1;9457511,540000001;1600000,0;140280,0
1062;266;2;502696,0;2696,0;47,99
1063;266;3;0,0;0,0;0,0
1064;267;0;3825198,1;0,0;0,0
1065;267;1;7174788,02;1600000,0;140280,0
1066;267;2;2010784,0;10784,0;191,96
1067;267;3;0,0;0,0;0,0
1068;268;0;3413504,62;0,0;0,0
1069;268;1;7824864,29;1600000,0;140280,0
1070;268;2;5427608,71;427608,70999999996;7611,44
1071;268;3;0,0;0,0;0,0
1072;269;0;4207573,61;0,0;0,0
1073;269;1;9404792,729999999;1600000,0;140280,0
1074;269;2;3016176,0;16176,0;287,93
1075;269;3;0,0;0,0;0,0
1076;270;0;4117094,34;0,0;0,0
1077;270;1;7413762,350000001;1600000,0;140280,0
1078;270;2;1508088,0;8088,0;143,97
1079;270;3;0,0;0,0;0,0
1080;271;0;4762799,499999999;0,0;0,0
1081;271;1;7023764,180000001;1600000,0;140280,0
1082;271;2;1633762,0;133762,0;2380,96
1083;271;3;0,0;0,0;0,0
1084;272;0;3988498,92;0,0;0,0
1085;272;1;7318971,68;1600000,0;140280,0
1086;272;2;1005392,0;5392,0;95,98
1087;272;3;0,0;0,0;0,0
1088;273;0;4627957,37;0,0;0,0
1089;273;1;6236242,77;1600000,0;140280,0
1090;273;2;2010784,0;10784,0;191,96
1091;273;3;0,0;0,0;0,0
1092;274;0;4411686,8100000005;0,0;0,0
1093;274;1;5780322,9399999995;1600000,0;140280,0
1094;274;2;0,0;0,0;0,0
1095;274;3;0,0;0,0;0,0
1096;275;0;4264717,54;0,0;0,0
1097;275;1;7374310,639999999;1600000,0;140280,0
1098;275;2;2513480,0;13480,0;239,94
1099;275;3;0,0;0,0;0,0
1100;276;0;4571104,66;0,0;0,0
1101;276;1;9817557,770000001;1600000,0;140280,0
1102;276;2;1508088,0;8088,0;143,97
1103;276;3;0,0;0,0;0,0
1104;277;0;3935860,8899999997;0,0;0,0
1105;277;1;8623430,290000001;1600000,0;140280,0
1106;277;2;2010784,0;10784,0;191,96
1107;277;3;0,0;0,0;0,0
1108;278;0;4207665,51;0,0;0,0
1109;278;1;6839397,19;1600000,0;140280,0
1110;278;2;0,0;1000000,0;17800,0
1111;278;3;6351582,01;3500000,0;150500,0
1112;279;0;4494762,899999999;0,0;0,0
1113;279;1;7636358,46;1600000,0;140280,0
1114;279;2;2010784,0;10784,0;191,96
1115;279;3;0,0;0,0;0,0
1116;280;0;4319511,199999999;0,0;0,0
1117;280;1;6791904,9;1600000,0;140280,0
1118;280;2;502696,0;2696,0;47,99
1119;280;3;0,0;0,0;0,0
1120;281;0;4158393,9900000007;0,0;0,0
1121;281;1;10400338,62;1600000,0;140280,0
1122;281;2;2513480,0;13480,0;239,94
1123;281;3;0,0;0,0;0,0
1124;282;0;4602549,119999999;0,0;0,0
1125;282;1;8861607,549999999;1600000,0;140280,0
1126;282;2;502696,0;1002696,0;17847,99
1127;282;3;6351582,01;3500000,0;150500,0
1128;283;0;4536700,63;0,0;0,0
1129;283;1;10637271,900000002;1600000,0;140280,0
1130;283;2;0,0;0,0;0,0
1131;283;3;0,0;0,0;0,0
1132;284;0;4932670,42;0,0;0,0
1133;284;1;7947866,72;1600000,0;140280,0
1134;284;2;1005392,0;5392,0;95,98
1135;284;3;0,0;0,0;0,0
1136;285;0;4494804,6000000015;0,0;0,0
1137;285;1;5139112,680000001;1600000,0;140280,0
1138;285;2;2513480,0;13480,0;239,94
1139;285;3;0,0;0,0;0,0
1140;286;0;3623338,4800000004;0,0;0,0
1141;286;1;9352212,04;1600000,0;140280,0
1142;286;2;3016176,0;16176,0;287,93
1143;286;3;0,0;0,0;0,0
1144;287;0;4439776,54;0,0;0,0
1145;287;1;6809282,74;1600000,0;140280,0
1146;287;2;1099647,5;99647,5;1773,73
1147;287;3;0,0;0,0;0,0
1148;288;0;5046768,42;0,0;0,0
1149;288;1;10704790,16;1600000,0;140280,0
1150;288;2;1005392,0;5392,0;95,98
1151;288;3;0,0;0,0;0,0
1152;289;0;4842787,209999999;0,0;0,0
1153;289;1;7107098,660000001;1600000,0;140280,0
1154;289;2;502696,0;2696,0;47,99
1155;289;3;0,0;0,0;0,0
1156;290;0;4599848,89;0,0;0,0
1157;290;1;6363019,02;1600000,0;140280,0
1158;290;2;502696,0;2696,0;47,99
1159;290;3;0,0;0,0;0,0
1160;291;0;6226626,1;0,0;0,0
1161;291;1;8931452,040000001;1600000,0;140280,0
1162;291;2;3738801,5;238801,5;4250,67
1163;291;3;0,0;0,0;0,0
1164;292;0;4719092,73;0,0;0,0
1165;292;1;8621153,09;1600000,0;140280,0
1166;292;2;1508088,0;8088,0;143,97
1167;292;3;0,0;0,0;0,0
1168;293;0;5439221,43;0,0;0,0
1169;293;1;9654652,35;1600000,0;140280,0
1170;293;2;3016176,0;16176,0;287,93
1171;293;3;0,0;0,0;0,0
1172;294;0;4706210,550000001;0,0;0,0
1173;294;1;9004051,159999998;1600000,0;140280,0
1174;294;2;502696,0;1002696,0;17847,99
1175;294;3;6351582,01;3500000,0;150500,0
1176;295;0;3846665,28;0,0;0,0
1177;295;1;9980621,02;1600000,0;140280,0
1178;295;2;2513480,0;13480,0;239,94
1179;295;3;0,0;0,0;0,0
1180;296;0;4394957,6;0,0;0,0
1181;296;1;6015750,46;1600000,0;140280,0
1182;296;2;2010784,0;10784,0;191,96
1183;296;3;0,0;0,0;0,0
1184;297;0;4326740,759999999;0,0;0,0
1185;297;1;7825349,369999999;1600000,0;140280,0
1186;297;2;2733409,5;233409,5;4154,69
1187;297;3;0,0;0,0;0,0
1188;298;0;4413175,090000001;0,0;0,0
1189;298;1;10166137,64;1600000,0;140280,0
1190;298;2;502696,0;2696,0;47,99
1191;298;3;0,0;0,0;0,0
1192;299;0;4603764,199999999;0,0;0,0
1193;299;1;7434642,15;1600000,0;140280,0
1194;299;2;502696,0;2696,0;47,99
1195;299;3;0,0;0,0;0,0
1196;300;0;4387806,899999999;0,0;0,0
1197;300;1;6372359,069999999;1600000,0;140280,0
1198;300;2;628370,0;128370,0;2284,99
1199;300;3;0,0;0,0;0,0
1200;301;0;4125997,22;0,0;0,0
1201;301;1;8765201,73;1600000,0;140280,0
1202;301;2;502696,0;2696,0;47,99
1203;301;3;0,0;0,0;0,0
1204;302;0;4898382,92;0,0;0,0
1205;302;1;6568030,54;1600000,0;140280,0
1206;302;2;502696,0;2696,0;47,99
1207;302;3;0,0;0,0;0,0
1208;303;0;3587002,65;0,0;0,0
1209;303;1;7470257,789999999;1600000,0;140280,0
1210;303;2;1005392,0;5392,0;95,98
1211;303;3;0,0;0,0;0,0
1212;304;0;4445064,890000001;0,0;0,0
1213;304;1;9501897,68;1600000,0;140280,0
1214;304;2;1005392,0;5392,0;95,98
1215;304;3;0,0;0,0;0,0
1216;305;0;4275310,49;0,0;0,0
1217;305;1;6950170,97;1600000,0;140280,0
1218;305;2;2105039,5;105039,5;1869,7
1219;305;3;0,0;0,0;0,0
1220;306;0;4123394,09;0,0;0,0
1221;306;1;9563930,959999999;1600000,0;140280,0
1222;306;2;1005392,0;5392,0;95,98
1223;306;3;0,0;0,0;0,0
1224;307;0;4252509,15;0,0;0,0
1225;307;1;11758954,629999999;1600000,0;140280,0
1226;307;2;1005392,0;5392,0;95,98
1227;307;3;0,0;0,0;0,0
1228;308;0;4461106,880000002;0,0;0,0
1229;308;1;7989114,030000001;1600000,0;140280,0
1230;308;2;1508088,0;8088,0;143,97
1231;308;3;0,0;0,0;0,0
1232;309;0;4585420,580000002;0,0;0,0
1233;309;1;6492986,73;1600000,0;140280,0
1234;309;2;2010784,0;10784,0;191,96
1235;309;3;0,0;0,0;0,0
1236;310;0;4284446,8;0,0;0,0
1237;310;1;7236141,160000001;1600000,0;140280,0
1238;310;2;1099647,5;99647,5;1773,73
1239;310;3;0,0;0,0;0,0
1240;311;0;5233315,88;0,0;0,0
1241;311;1;8367720,569999999;1600000,0;140280,0
1242;311;2;2513480,0;13480,0;239,94
1243;311;3;0,0;0,0;0,0
1244;312;0;5144256,6;0,0;0,0
1245;312;1;8332961,62;1600000,0;140280,0
1246;312;2;1005392,0;5392,0;95,98
1247;312;3;0,0;0,0;0,0
1248;313;0;4707973,930000001;0,0;0,0
1249;313;1;8883019,76;1600000,0;140280,0
1250;313;2;2513480,0;13480,0;239,94
1251;313;3;0,0;0,0;0,0
1252;314;0;4439583,58;0,0;0,0
1253;314;1;8617491,51;1600000,0;140280,0
1254;314;2;502696,0;2696,0;47,99
1255;314;3;0,0;0,0;0,0
1256;315;0;3869988,9699999997;0,0;0,0
1257;315;1;5730311,510000002;1600000,0;140280,0
1258;315;2;3016176,0;16176,0;287,93
1259;315;3;0,0;0,0;0,0
1260;316;0;4279338,640000001;0,0;0,0
1261;316;1;5801260,160000001;1600000,0;140280,0
1262;316;2;502696,0;2696,0;47,99
1263;316;3;0,0;0,0;0,0
1264;317;0;4413428,260000001;0,0;0,0
1265;317;1;6766881,13;1600000,0;140280,0
1266;317;2;1602343,5;102343,5;1821,71
1267;317;3;0,0;0,0;0,0
1268;318;0;4081170,559999999;0,0;0,0
1269;318;1;10835684,23;1600000,0;140280,0
1270;318;2;2010784,0;10784,0;191,96
1271;318;3;0,0;0,0;0,0
1272;319;0;4302696,37;0,0;0,0
1273;319;1;8117591,819999999;1600000,0;140280,0
1274;319;2;2010784,0;10784,0;191,96
1275;319;3;0,0;0,0;0,0
1276;320;0;3592159,76;0,0;0,0
1277;320;1;11586925,31;1600000,0;140280,0
1278;320;2;2105039,5;105039,5;1869,7
1279;320;3;0,0;0,0;0,0
1280;321;0;4478773,869999998;0,0;0,0
1281;321;1;8257748,46;1600000,0;140280,0
1282;321;2;2010784,0;10784,0;191,96
1283;321;3;0,0;0,0;0,0
1284;322;0;4019442,4499999997;0,0;0,0
1285;322;1;10298042,55;1600000,0;140280,0
1286;322;2;1508088,0;8088,0;143,97
1287;322;3;0,0;0,0;0,0
1288;323;0;3730235,5300000003;0,0;0,0
1289;323;1;10897880,180000002;1600000,0;140280,0
1290;323;2;2010784,0;10784,0;191,96
1291;323;3;0,0;0,0;0,0
1292;324;0;3728944,48;0,0;0,0
1293;324;1;8514298,53;1600000,0;140280,0
1294;324;2;1508088,0;8088,0;143,97
1295;324;3;0,0;0,0;0,0
1296;325;0;4804265,850000001;0,0;0,0
1297;325;1;7958865,66;1600000,0;140280,0
1298;325;2;2607735,5;107735,5;1917,69
