Итерация;Выплаты;Доля_в_выплатах;Восст_прем;Премия_Re;Фин_рез;Процент_доли
330;13364285,559999999;1613480,0;140519,94;4000000,0;2527039,94;0,12073073362254616
331;13348317,48;1608088,0;140423,97;4000000,0;2532335,97;0,12047121312550621
332;11296710,15;1605392,0;140375,98;4000000,0;2534983,98;0,1421114624243059
333;13325370,99;1605392,0;140375,98;4000000,0;2534983,98;0,12047634555201228
334;12449287,59;1605392,0;140375,98;4000000,0;2534983,98;0,12895452758995987
335;13464705,98;1702343,5;142101,71;4000000,0;2439758,21;0,12643005369211932
336;13612233,57;1707735,5;142197,69;4000000,0;2434462,19;0,12545593573737068
337;13897419,41;1728666,21;142570,26;4000000,0;2413904,05;0,12438756858385697
338;13105198,89;1605392,0;140375,98;4000000,0;2534983,98;0,12250039190362871
339;14028952,11;1705039,5;142149,7;4000000,0;2437110,2;0,12153719583835688
340;13616024,51;1859436,0;144897,96;4000000,0;2285461,96;0,13656232761878306
341;10039830,71;1600000,0;140280,0;4000000,0;2540280,0;0,159365236946311
342;12500683,379999999;1613480,0;140519,94;4000000,0;2527039,94;0,12907134361801587
343;14522287,36;1613480,0;140519,94;4000000,0;2527039,94;0,11110370976710932
344;22466767,64;6108088,0;308723,97;4000000,0;-1799364,0300000003;0,2718721312239467
345;12319658,5;1600000,0;140280,0;4000000,0;2540280,0;0,12987372986028792
346;16546792,490000002;1616176,0;140567,93;4000000,0;2524391,93;0,09767306872173144
347;17690645,27;1618872,0;140615,92;4000000,0;2521743,92;0,09151005942927937
348;15791004,169999998;1610784,0;140471,96;4000000,0;2529687,96;0,10200643243829884
349;14213513,39;1608088,0;140423,97;4000000,0;2532335,97;0,11313796637581384
350;14098081,629999999;1705039,5;142149,7;4000000,0;2437110,2;0,12094124184752647
351;15098677,48;1610784,0;140471,96;4000000,0;2529687,96;0,10668378088966239
352;12395102,559999999;1608088,0;140423,97;4000000,0;2532335,97;0,1297357558935761
353;16046053,450000001;1602696,0;140327,99;4000000,0;2537631,99;0,0998810084357534
354;14868003,2;1699647,5;142053,73;4000000,0;2442406,23;0,11431578787930313
355;11930294,27;1731362,21;142618,25;4000000,0;2411256,04;0,14512317725084917
356;12433866,75;1605392,0;140375,98;4000000,0;2534983,98;0,12911446071271432
357;13269580,55;1605392,0;140375,98;4000000,0;2534983,98;0,12098287462447334
358;13532882,64;1605392,0;140375,98;4000000,0;2534983,98;0,11862897526760788
359;13258871,079999998;1610784,0;140471,96;4000000,0;2529687,96;0,12148726616927029
360;13282685,459999999;1705039,5;142149,7;4000000,0;2437110,2;0,12836557073753066
361;11569326,45;1605392,0;140375,98;4000000,0;2534983,98;0,13876278856320112
362;14050042,700000001;1713127,5;142293,67;4000000,0;2429166,17;0,12193041235383575
363;14527723,870000001;1632331,1;140855,49;4000000,0;2508524,39;0,11235972782844475
364;16240641,129999999;1715823,5;142341,66;4000000,0;2426518,16;0,10564998550645273
365;14701380,380000003;1602696,0;140327,99;4000000,0;2537631,99;0,10901670173641202
366;13965418,75;1605392,0;140375,98;4000000,0;2534983,98;0,11495480577694815
367;15728560,35;1613480,0;140519,94;4000000,0;2527039,94;0,10258281521614278
368;15074691,719999999;1739154,0;142756,94;4000000,0;2403602,94;0,11536912543907069
369;22243299,99;6105392,0;308675,98;4000000,0;-1796716,0199999996;0,274482293667973
370;14519715,36;1602696,0;140327,99;4000000,0;2537631,99;0,11038067622284299
371;13115103,9;1608088,0;140423,97;4000000,0;2532335,97;0,12261343960835873
372;23455165,82;6113480,0;308819,94;4000000,0;-1804660,0599999996;0,26064535407322054
373;13931518,75;1833409,5;144434,69;4000000,0;2311025,19;0,13160155277399316
374;17563844,96;6105392,0;308675,98;4000000,0;-1796716,0199999996;0,3476113580998041
375;13459535,05;1602696,0;140327,99;4000000,0;2537631,99;0,11907513848333118
376;21746615,11;6105392,0;308675,98;4000000,0;-1796716,0199999996;0,28075137068998324
377;13821352,29;1602696,0;140327,99;4000000,0;2537631,99;0,11595797331347815
378;16501027,690000001;1736458,0;142708,95;4000000,0;2406250,95;0,10523332440999011
379;13798901,309999999;1854340,21;144807,26;4000000,0;2290467,05;0,134383177931432
380;11093453,489999998;1608088,0;140423,97;4000000,0;2532335,97;0,1449582856636649
381;11440176,51;1602696,0;140327,99;4000000,0;2537631,99;0,1400936426635606
382;16207969,430000002;1616176,0;140567,93;4000000,0;2524391,93;0,09971489685861283
383;13507316,629999999;1602696,0;140327,99;4000000,0;2537631,99;0,1186539150522601
384;13360661,880000003;1613480,0;140519,94;4000000,0;2527039,94;0,12076347822373001
385;15364045,95;1602696,0;140327,99;4000000,0;2537631,99;0,10431471014963999
386;13933107,18;1613480,0;140519,94;4000000,0;2527039,94;0,11580187959194325
387;11989061,57;1600000,0;140280,0;4000000,0;2540280,0;0,1334549823318657
388;10975783,399999999;1699647,5;142053,73;4000000,0;2442406,23;0,15485432228919535
389;11625917,53;1600000,0;140280,0;4000000,0;2540280,0;0,13762354634559326
390;15046958,629999999;1731066,0;142612,97;4000000,0;2411546,97;0,11504424532334878
391;16509834,830000002;1602696,0;140327,99;4000000,0;2537631,99;0,09707522918931587
392;13004815,720000003;1610784,0;140471,96;4000000,0;2529687,96;0,12386057862571541
393;12179540,670000002;1600000,0;140280,0;4000000,0;2540280,0;0,13136784410441973
394;15141556,93;1705039,5;142149,7;4000000,0;2437110,2;0,11260661686789959
395;14283607,350000001;1610784,0;140471,96;4000000,0;2529687,96;0,11277151216285708
396;14432874,959999999;1744546,0;142852,92;4000000,0;2398306,92;0,1208730765585459
397;15400974,020000001;1733762,0;142660,96;4000000,0;2408898,96;0,11257482791338413
398;12627324,61;1602696,0;140327,99;4000000,0;2537631,99;0,12692284783197635
399;15685991,26;1707735,5;142197,69;4000000,0;2434462,19;0,1088701040115204
400;15809762,950000003;1613480,0;140519,94;4000000,0;2527039,94;0,10205592614530629
401;14954472,920000002;1605392,0;140375,98;4000000,0;2534983,98;0,10735196142238893
402;13958014,96;1613480,0;140519,94;4000000,0;2527039,94;0,1155952336076304
403;16100370,03;1613480,0;140519,94;4000000,0;2527039,94;0,10021384583047376
404;13429215,049999999;1707735,5;142197,69;4000000,0;2434462,19;0,12716569759600357
405;11512483,86;1600000,0;140280,0;4000000,0;2540280,0;0,13897956509274098
406;21781816,0;6239154,0;311056,94;4000000,0;-1928097,0599999996;0,2864386513961921
407;15880468,08;1710431,5;142245,68;4000000,0;2431814,18;0,10770661742358416
408;12899671,27;1705039,5;142149,7;4000000,0;2437110,2;0,13217697290979105
409;11896024,669999998;1605392,0;140375,98;4000000,0;2534983,98;0,1349519729938489
410;13063795,26;1699647,5;142053,73;4000000,0;2442406,23;0,13010365411988248
411;15297854,16;1736458,0;142708,95;4000000,0;2406250,95;0,11350990680381803
412;16241718,05;1608088,0;140423,97;4000000,0;2532335,97;0,09900972268140068
413;11202480,36;1605392,0;140375,98;4000000,0;2534983,98;0,1433068345946201
414;13108001,98;1610784,0;140471,96;4000000,0;2529687,96;0,12288554750431918
415;14132604,35;1608088,0;140423,97;4000000,0;2532335,97;0,11378568027343099
416;11410942,74;1605392,0;140375,98;4000000,0;2534983,98;0,14068881393755903
417;12175778,440000001;1702343,5;142101,71;4000000,0;2439758,21;0,13981393537906722
418;15154886,43;1702343,5;142101,71;4000000,0;2439758,21;0,11232967715482907
419;13431046,0;1602696,0;140327,99;4000000,0;2537631,99;0,11932771282296256
420;13784289,59;1605392,0;140375,98;4000000,0;2534983,98;0,11646534190377525
421;13673070,87;1699647,5;142053,73;4000000,0;2442406,23;0,1243062013032629
422;14723555,829999998;1610784,0;140471,96;4000000,0;2529687,96;0,10940183326625116
423;14573023,27;1618872,0;140615,92;4000000,0;2521743,92;0,11108690146214252
424;15015546,71;1605392,0;140375,98;4000000,0;2534983,98;0,10691532123374813
425;14795036,18;1610784,0;140471,96;4000000,0;2529687,96;0,10887327211659445
426;13694858,700000001;1618872,0;140615,92;4000000,0;2521743,92;0,11821020102967546
427;12943108,41;1605392,0;140375,98;4000000,0;2534983,98;0,12403450153903177
428;14414880,5;1610784,0;140471,96;4000000,0;2529687,96;0,11174452677564688
429;14359549,940000001;1707735,5;142197,69;4000000,0;2434462,19;0,11892681227027369
430;14626499,73;1608088,0;140423,97;4000000,0;2532335,97;0,10994346082006867
431;14519696,469999999;1608088,0;140423,97;4000000,0;2532335,97;0,11075217745237068
432;12042034,47;1608088,0;140423,97;4000000,0;2532335,97;0,1335395612764759
433;13339114,4;1707735,5;142197,69;4000000,0;2434462,19;0,1280246535707048
434;15278197,089999996;1608088,0;140423,97;4000000,0;2532335,97;0,10525378030713704
435;13329765,81;1605392,0;140375,98;4000000,0;2534983,98;0,12043662453511626
436;14291175,450000001;1608088,0;140423,97;4000000,0;2532335,97;0,1125231444835421
437;13942789,76;1608088,0;140423,97;4000000,0;2532335,97;0,1153347377160767
438;14045240,01;1629635,1;140807,5;4000000,0;2511172,4;0,11602757224794481
439;14917531,7;1605392,0;140375,98;4000000,0;2534983,98;0,10761780382206261
440;15796492,46;1610784,0;140471,96;4000000,0;2529687,96;0,10197099160328406
441;14674829,41;1608088,0;140423,97;4000000,0;2532335,97;0,1095813760468102
442;12890360,240000002;1608088,0;140423,97;4000000,0;2532335,97;0,12475120710823515
443;13842918,030000001;1605392,0;140375,98;4000000,0;2534983,98;0,11597208020164805
444;13970991,51;1605392,0;140375,98;4000000,0;2534983,98;0,11490895251428007
445;11741077,52;1602696,0;140327,99;4000000,0;2537631,99;0,13650331473154265
446;14114896,05;1731066,0;142612,97;4000000,0;2411546,97;0,12264107322278153
447;16130965,490000002;1608088,0;140423,97;4000000,0;2532335,97;0,09968950717778764
448;15155474,99;1826234,1;144306,97;4000000,0;2318072,87;0,12049995801550263
449;15929660,66;1610784,0;140471,96;4000000,0;2529687,96;0,10111853820243275
450;15448819,719999999;1605392,0;140375,98;4000000,0;2534983,98;0,10391680588528482
451;13179984,019999998;1600000,0;140280,0;4000000,0;2540280,0;0,12139620181421133
452;13727002,96;1605392,0;140375,98;4000000,0;2534983,98;0,11695138441202754
453;13231892,25;1608088,0;140423,97;4000000,0;2532335,97;0,12153121939154243
454;11661934,610000001;1608088,0;140423,97;4000000,0;2532335,97;0,13789204396850926
455;11839644,93;1605392,0;140375,98;4000000,0;2534983,98;0,13559460688995512
456;15681219,47;1621568,0;140663,91;4000000,0;2519095,91;0,10340828422829286
457;16531850,92;1608088,0;140423,97;4000000,0;2532335,97;0,0972721087179995
458;14450762,36;1608088,0;140423,97;4000000,0;2532335,97;0,11128049579247251
459;14403136,179999998;1632331,1;140855,49;4000000,0;2508524,39;0,11333164385869192
460;15647175,599999998;1836105,5;144482,68;4000000,0;2308377,18;0,11734421258747811
461;14906453,21;1696951,5;142005,74;4000000,0;2445054,24;0,11384005813412404
462;18637969,78;1616176,0;140567,93;4000000,0;2524391,93;0,08671416570995212
463;14099086,489999998;1699647,5;142053,73;4000000,0;2442406,23;0,12055018608514119
464;13494162,620000001;1608088,0;140423,97;4000000,0;2532335,97;0,11916915819708714
465;13033697,55;1605392,0;140375,98;4000000,0;2534983,98;0,12317241472278907
466;13445445,43;1699647,5;142053,73;4000000,0;2442406,23;0,12641065027177759
467;12898543,350000001;1605392,0;140375,98;4000000,0;2534983,98;0,12446304644159682
468;14682383,490000002;1602696,0;140327,99;4000000,0;2537631,99;0,10915775365025558
469;12527689,939999998;1610784,0;140471,96;4000000,0;2529687,96;0,12857789486447013
470;14335511,190000001;1608088,0;140423,97;4000000,0;2532335,97;0,11217514176416334
471;13849324,14;1610784,0;140471,96;4000000,0;2529687,96;0,11630776951401471
472;12186681,57;1605392,0;140375,98;4000000,0;2534983,98;0,13173331811278302
473;13426104,299999999;1605392,0;140375,98;4000000,0;2534983,98;0,11957243621293781
474;17451772,43;1713127,5;142293,67;4000000,0;2429166,17;0,09816352504431551
475;13037047,42;1605392,0;140375,98;4000000,0;2534983,98;0,12314076556453915
476;13398142,599999998;1605392,0;140375,98;4000000,0;2534983,98;0,11982198189172881
477;12849269,120000001;1600000,0;140280,0;4000000,0;2540280,0;0,12452070114319466
478;14452567,039999997;1608088,0;140423,97;4000000,0;2532335,97;0,11126660028971574
479;13984686,89;1610784,0;140471,96;4000000,0;2529687,96;0,11518198531508202
480;14416103,309999999;1705039,5;142149,7;4000000,0;2437110,2;0,11827325757420645
481;12181658,440000001;1610784,0;140471,96;4000000,0;2529687,96;0,13223027126674222
482;16922829,990000002;1608088,0;140423,97;4000000,0;2532335,97;0,09502476837208951
483;14338344,91;1608088,0;140423,97;4000000,0;2532335,97;0,11215297233354111
484;17409355,869999997;1613480,0;140519,94;4000000,0;2527039,94;0,09267890277206449
485;15824759,34;1702343,5;142101,71;4000000,0;2439758,21;0,10757468492408681
486;16168910,729999999;1610784,0;140471,96;4000000,0;2529687,96;0,09962229533566112
487;15895901,91;1605392,0;140375,98;4000000,0;2534983,98;0,10099408068126409
488;15290349,99;1707735,5;142197,69;4000000,0;2434462,19;0,11168714261719787
489;13720925,86;1610784,0;140471,96;4000000,0;2529687,96;0,11739615944546763
490;17653245,93;1705039,5;142149,7;4000000,0;2437110,2;0,09658504202348696
491;11838644,620000001;1605392,0;140375,98;4000000,0;2534983,98;0,13560606399890393
492;14892587,360000001;1707735,5;142197,69;4000000,0;2434462,19;0,1146701683675737
493;14846447,059999999;1626939,1;140759,52;4000000,0;2513820,42;0,10958440719351477
494;15435172,170000002;1736458,0;142708,95;4000000,0;2406250,95;0,11250007326610856
495;13343544,41;1605392,0;140375,98;4000000,0;2534983,98;0,12031226117079337
496;12759998,84;1605392,0;140375,98;4000000,0;2534983,98;0,12581443150037153
497;15373074,510000002;1616176,0;140567,93;4000000,0;2524391,93;0,10513030421785159
498;15879736,949999997;1707735,5;142197,69;4000000,0;2434462,19;0,10754180030671102
499;11528064,68;1608088,0;140423,97;4000000,0;2532335,97;0,13949331866517597
500;14062080,85;1610784,0;140471,96;4000000,0;2529687,96;0,11454805424475994
501;11788568,61;1605392,0;140375,98;4000000,0;2534983,98;0,13618209751421212
502;15302090,38;1618872,0;140615,92;4000000,0;2521743,92;0,10579417320106038
503;12160531,91;1605392,0;140375,98;4000000,0;2534983,98;0,13201659367217597
504;14060031,09;1616176,0;140567,93;4000000,0;2524391,93;0,11494825222324598
505;12322724,13;1605392,0;140375,98;4000000,0;2534983,98;0,13027898564178925
506;15361445,42;1702343,5;142101,71;4000000,0;2439758,21;0,11081922654124822
507;14810208,63;1602696,0;140327,99;4000000,0;2537631,99;0,10821562612923163
508;15031567,190000001;1610784,0;140471,96;4000000,0;2529687,96;0,10716008381824622
509;12238962,709999999;1605392,0;140375,98;4000000,0;2534983,98;0,13117059329613728
510;12302555,95;1602696,0;140327,99;4000000,0;2537631,99;0,13027341688293645
511;17551497,5;1613480,0;140519,94;4000000,0;2527039,94;0,09192833830845487
512;15008973,04;1733762,0;142660,96;4000000,0;2408898,96;0,11551503193319082
513;15258941,959999997;1602696,0;140327,99;4000000,0;2537631,99;0,10503323259249099
514;14493447,799999999;1629635,1;140807,5;4000000,0;2511172,4;0,11243943625339446
515;16883934,869999997;1610784,0;140471,96;4000000,0;2529687,96;0,09540335309289193
516;14383453,61;1613480,0;140519,94;4000000,0;2527039,94;0,11217611873675727
517;15470749,11;1605392,0;140375,98;4000000,0;2534983,98;0,1037695064786685
518;14894649,919999998;1624243,1;140711,53;4000000,0;2516468,4299999997;0,1090487597039139
519;12562653,870000001;1605392,0;140375,98;4000000,0;2534983,98;0,1277908327820545
520;15013657,54;1613480,0;140519,94;4000000,0;2527039,94;0,10746748390266
521;14736312,509999998;1605392,0;140375,98;4000000,0;2534983,98;0,1089412292872174
522;13529888,530000001;1605392,0;140375,98;4000000,0;2534983,98;0,11865522738345871
523;20657846,27;6105392,0;308675,98;4000000,0;-1796716,0199999996;0,2955483316218908
524;13667613,08;1610784,0;140471,96;4000000,0;2529687,96;0,11785408253596831
525;14880525,33;1618872,0;140615,92;4000000,0;2521743,92;0,10879132047416769
526;13891101,12;1605392,0;140375,98;4000000,0;2534983,98;0,11556981596574831
527;12287570,409999998;1605392,0;140375,98;4000000,0;2534983,98;0,13065170301636547
528;13975447,719999999;1825321,5;144290,72;4000000,0;2318969,22;0,130609160906367
529;20169623,669999998;2093141,71;149057,92;4000000,0;2055916,21;0,10377693427732657
530;12443650,129999999;1602696,0;140327,99;4000000,0;2537631,99;0,1287962923464162
531;13571534,149999999;1608088,0;140423,97;4000000,0;2532335,97;0,11848977294877161
532;12821047,420000002;1605392,0;140375,98;4000000,0;2534983,98;0,12521535467497708
533;13597914,57;1602696,0;140327,99;4000000,0;2537631,99;0,11786336733839327
534;12639435,670000002;1605392,0;140375,98;4000000,0;2534983,98;0,12701453149608852
535;15955613,23;1610784,0;140471,96;4000000,0;2529687,96;0,10095406405135078
536;17401629,93;1752634,0;142996,89;4000000,0;2390362,89;0,10071665740796501
537;12721023,659999998;1702343,5;142101,71;4000000,0;2439758,21;0,13382126670771402
538;15439616,690000001;1605392,0;140375,98;4000000,0;2534983,98;0,10397874715631945
539;14892708,54;1602696,0;140327,99;4000000,0;2537631,99;0,10761615294460064
540;14276251,229999997;1728666,21;142570,26;4000000,0;2413904,05;0,1210868443087773
541;13307912,16;1608088,0;140423,97;4000000,0;2532335,97;0,1208369863481275
542;15164862,790000001;1602696,0;140327,99;4000000,0;2537631,99;0,10568483356518386
543;13086105,48;1608088,0;140423,97;4000000,0;2532335,97;0,12288514733873289
544;12688828,23;1602696,0;140327,99;4000000,0;2537631,99;0,12630764409047407
545;14519209,580000002;1710431,5;142245,68;4000000,0;2431814,18;0,11780472556550835
546;13168545,03;1608088,0;140423,97;4000000,0;2532335,97;0,12211584471454703
547;15303760,120000001;1610784,0;140471,96;4000000,0;2529687,96;0,10525413279935807
548;12422410,09;1699647,5;142053,73;4000000,0;2442406,23;0,1368210747903268
549;14500405,21;1605392,0;140375,98;4000000,0;2534983,98;0,11071359570647474
550;14770581,220000003;1739154,0;142756,94;4000000,0;2403602,94;0,11774445257747276
551;14118352,86;1632331,1;140855,49;4000000,0;2508524,39;0,1156176726978334
552;16279202,5;1710431,5;142245,68;4000000,0;2431814,18;0,10506850688785277
553;12387185,159999998;1605392,0;140375,98;4000000,0;2534983,98;0,12960103358945838
554;16727032,450000001;1744546,0;142852,92;4000000,0;2398306,92;0,10429500900501928
555;15784115,760000002;1605392,0;140375,98;4000000,0;2534983,98;0,10170934022597411
556;14135809,96;1602696,0;140327,99;4000000,0;2537631,99;0,11337843424148579
557;13970831,59;1728370,0;142564,99;4000000,0;2414194,99;0,12371275030164472
558;12707278,31;1608088,0;140423,97;4000000,0;2532335,97;0,12654857797003738
559;12218217,17;1610784,0;140471,96;4000000,0;2529687,96;0,1318346185526182
560;13664849,940000001;1699647,5;142053,73;4000000,0;2442406,23;0,12438098533557697
561;13382862,549999999;1608088,0;140423,97;4000000,0;2532335,97;0,12016024180118327
562;15185213,6;1605392,0;140375,98;4000000,0;2534983,98;0,10572073875865665
563;14734930,07;1602696,0;140327,99;4000000,0;2537631,99;0,10876848362267118
564;14803412,77;1608088,0;140423,97;4000000,0;2532335,97;0,10862954542880048
565;15234745,16;1608088,0;140423,97;4000000,0;2532335,97;0,1055539809239579
566;13097212,93;1605392,0;140375,98;4000000,0;2534983,98;0,12257508590417336
567;14967214,940000001;1605392,0;140375,98;4000000,0;2534983,98;0,10726056961402866
568;13036004,89;1605392,0;140375,98;4000000,0;2534983,98;0,12315061351591744
569;13094525,81;1608088,0;140423,97;4000000,0;2532335,97;0,12280612702843646
570;13829962,54;1705039,5;142149,7;4000000,0;2437110,2;0,12328590877007539
571;13266227,33;1610784,0;140471,96;4000000,0;2529687,96;0,12141990031765873
572;14692448,280000001;1613480,0;140519,94;4000000,0;2527039,94;0,1098169596551406
573;12515473,459999999;1626939,1;140759,52;4000000,0;2513820,42;0,1299942111818437
574;11561869,25;1608088,0;140423,97;4000000,0;2532335,97;0,13908546838133462
575;16389964,32;1739154,0;142756,94;4000000,0;2403602,94;0,10611090823899975
576;13324246,430000002;1731066,0;142612,97;4000000,0;2411546,97;0,12991849175818643
577;13602582,45;1605392,0;140375,98;4000000,0;2534983,98;0,11802111885011952
578;15397933,700000001;1710431,5;142245,68;4000000,0;2431814,18;0,11108188496746156
579;14615958,579999998;1713127,5;142293,67;4000000,0;2429166,17;0,1172093838815463
580;12915378,0;1739154,0;142756,94;4000000,0;2403602,94;0,13465761513135735
581;16235239,7;1635027,1;140903,48;4000000,0;2505876,38;0,10070852849804245
582;14159686,16;1605392,0;140375,98;4000000,0;2534983,98;0,11337765412732848
583;15534101,62;1733762,0;142660,96;4000000,0;2408898,96;0,11161005910813657
584;12154904,71;1600000,0;140280,0;4000000,0;2540280,0;0,13163410476461068
585;15976632,33;1624243,1;140711,53;4000000,0;2516468,4299999997;0,10166367144533268
586;10627052,31;1602696,0;140327,99;4000000,0;2537631,99;0,15081284567423003
587;12903644,35;1605392,0;140375,98;4000000,0;2534983,98;0,12441384437257837
588;11513321,7;1602696,0;140327,99;4000000,0;2537631,99;0,13920361488726576
589;13032074,61;1822921,71;144248,01;4000000,0;2321326,3;0,13987962504459603
590;12455884,11;1608088,0;140423,97;4000000,0;2532335,97;0,12910267836459505
591;12528574,32;1610784,0;140471,96;4000000,0;2529687,96;0,12856881867465347
592;14894499,799999999;1852260,6;144770,24;4000000,0;2292509,64;0,12435869783287387
593;12574395,070000002;1602696,0;140327,99;4000000,0;2537631,99;0,12745710557668996
594;12480839,510000002;1702343,5;142101,71;4000000,0;2439758,21;0,13639655398469264
595;14639407,589999998;1608088,0;140423,97;4000000,0;2532335,97;0,10984652146023077
596;18182290,57;1610784,0;140471,96;4000000,0;2529687,96;0,0885908182909432
597;13879060,54;1608088,0;140423,97;4000000,0;2532335,97;0,11586432636167462
598;11797968,56;1602696,0;140327,99;4000000,0;2537631,99;0,13584508145188684
599;13590991,499999998;1610784,0;140471,96;4000000,0;2529687,96;0,11851850543795868
600;15306820,000000002;1721194,6;142437,26;4000000,0;2421242,6599999997;0,11244625598262735
601;15766071,649999999;1702343,5;142101,71;4000000,0;2439758,21;0,10797512137400442
602;18014811,43;1901638,5;145649,17;4000000,0;2244010,67;0,10555972275309018
603;14343853,020000001;1608088,0;140423,97;4000000,0;2532335,97;0,11210990504140009
604;10633743,06;1600000,0;140280,0;4000000,0;2540280,0;0,1504644216972457
605;16363909,86;1707735,5;142197,69;4000000,0;2434462,19;0,10435986965281414
606;18629138,630000003;6105392,0;308675,98;4000000,0;-1796716,0199999996;0,32773345677765237
607;14693370,780000001;1610784,0;140471,96;4000000,0;2529687,96;0,10962658086546972
608;15117447,2;1699647,5;142053,73;4000000,0;2442406,23;0,11242953109173089
609;13652407,8;1605392,0;140375,98;4000000,0;2534983,98;0,11759039310267307
610;11914938,24;1605392,0;140375,98;4000000,0;2534983,98;0,13473775253072567
611;13790059,029999997;1699647,5;142053,73;4000000,0;2442406,23;0,12325164789377992
612;14230572,71;1608088,0;140423,97;4000000,0;2532335,97;0,11300233889181259
613;18988422,05;1825617,71;144296,0;4000000,0;2318678,29;0,09614372933110574
614;15596863,459999997;1702343,5;142101,71;4000000,0;2439758,21;0,10914652836231217
615;14769450,53;1605392,0;140375,98;4000000,0;2534983,98;0,10869679929792216
616;13790871,57;1610784,0;140471,96;4000000,0;2529687,96;0,11680073966492605
617;12962923,84;1613480,0;140519,94;4000000,0;2527039,94;0,12446883279690703
618;14124780,55;1699647,5;142053,73;4000000,0;2442406,23;0,1203308960435495
619;11063889,61;1608088,0;140423,97;4000000,0;2532335,97;0,1453456294924114
620;13966164,620000001;1733762,0;142660,96;4000000,0;2408898,96;0,12414016640740412
621;17050513,919999998;1705039,5;142149,7;4000000,0;2437110,2;0,09999930254301685
622;15021328,73;1610784,0;140471,96;4000000,0;2529687,96;0,10723312357734414
623;11863962,370000001;1608088,0;140423,97;4000000,0;2532335,97;0,13554392283528457
624;11502647,079999998;1602696,0;140327,99;4000000,0;2537631,99;0,1393327978206561
625;12815333,100000001;1608088,0;140423,97;4000000,0;2532335,97;0,12548156083434148
626;13662050,279999997;1723274,21;142474,28;4000000,0;2419200,07;0,12613584159639035
627;12078928,879999999;1710431,5;142245,68;4000000,0;2431814,18;0,14160456750698247
628;15878158,419999998;1610784,0;140471,96;4000000,0;2529687,96;0,1014465253080653
629;13029784,16;1728370,0;142564,99;4000000,0;2414194,99;0,1326476309028898
630;13511097,52;1702343,5;142101,71;4000000,0;2439758,21;0,12599594499855257
631;15919653,970000003;1731066,0;142612,97;4000000,0;2411546,97;0,10873766498079228
632;18399552,520000003;1613480,0;140519,94;4000000,0;2527039,94;0,08769126304817329
633;14094163,02;1602696,0;140327,99;4000000,0;2537631,99;0,11371345696269661
634;12917752,030000003;1608088,0;140423,97;4000000,0;2532335,97;0,12448667510147271
635;11711977,989999998;1610784,0;140471,96;4000000,0;2529687,96;0,1375330453468518
636;12198093,85;1608088,0;140423,97;4000000,0;2532335,97;0,13183108933040386
637;12827159,7;1731066,0;142612,97;4000000,0;2411546,97;0,13495318063280992
638;15670659,489999998;1830713,5;144386,7;4000000,0;2313673,2;0,11682427923140332
639;14505310,709999999;1610784,0;140471,96;4000000,0;2529687,96;0,11104787978719555
640;14675234,820000002;1608088,0;140423,97;4000000,0;2532335,97;0,10957834881172959
641;17616488,090000004;1608088,0;140423,97;4000000,0;2532335,97;0,0912831202101417
642;13835278,04;1605392,0;140375,98;4000000,0;2534983,98;0,11603612123721369
643;13351008,97;1608088,0;140423,97;4000000,0;2532335,97;0,12044692679133148
644;15436081,42;1608088,0;140423,97;4000000,0;2532335,97;0,10417721675894089
645;13562927,53;1605392,0;140375,98;4000000,0;2534983,98;0,11836618579941642
646;14727101,1;1608088,0;140423,97;4000000,0;2532335,97;0,10919243299008792
647;13154980,75;1608088,0;140423,97;4000000,0;2532335,97;0,12224176002690083
648;12806924,940000001;1605392,0;140375,98;4000000,0;2534983,98;0,12535343242200653
649;15936691,31;1618872,0;140615,92;4000000,0;2521743,92;0,1015814367304828
650;13337142,86;1702343,5;142101,71;4000000,0;2439758,21;0,12763929410290503
651;12557076,010000002;1600000,0;140280,0;4000000,0;2540280,0;0,12741819821157552
652;14332712,010000002;1610784,0;140471,96;4000000,0;2529687,96;0,11238515075696409
653;15001428,41;1741850,0;142804,93;4000000,0;2400954,93;0,11611227627089679
654;17180718,4;1796599,0;143779,46;4000000,0;2347180,46;0,1045706563702249
655;14756208,07;1616176,0;140567,93;4000000,0;2524391,93;0,10952515662108037
656;14375846,339999998;1752613,1;142996,51;4000000,0;2390383,4099999997;0,12191373353257477
657;13072398,169999998;1608088,0;140423,97;4000000,0;2532335,97;0,12301400088091106
658;13526447,58;1613480,0;140519,94;4000000,0;2527039,94;0,11928335140895878
659;14756307,86;1610784,0;140471,96;4000000,0;2529687,96;0,10915901289687514
660;26970498,9;10610784,0;326380,0;4000000,0;-6284404,0;0,39342186584468414
661;13867787,32;1608088,0;140423,97;4000000,0;2532335,97;0,11595851327203653
662;11795124,600000001;1600000,0;140280,0;4000000,0;2540280,0;0,1356492664774393
663;13617897,259999998;1616176,0;140567,93;4000000,0;2524391,93;0,1186802902932167
664;14679647,92;1605392,0;140375,98;4000000,0;2534983,98;0,1093617509594876
665;13644653,27;1608088,0;140423,97;4000000,0;2532335,97;0,11785480863303754
666;15317350,9;1610784,0;140471,96;4000000,0;2529687,96;0,10516074290626846
667;15348153,94;1626939,1;140759,52;4000000,0;2513820,42;0,10600226622433787
668;13377092,77;1613480,0;140519,94;4000000,0;2527039,94;0,1206151461862068
669;15251854,280000001;1605392,0;140375,98;4000000,0;2534983,98;0,10525880791460065
